Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync,Unnamed: 0,Exposure Time,Power send,Power Pulse-picker,Sync
0,10.0,4.4,500,0.3111188411712646,0,1.0,100.0,2500,0.3133044242858886,0,1.0,800.0,9200,0.3179864883422851,0,1.0,100.0,2500,0.320718765258789,0,0.1,800.0,9200,0.3093752861022949,0,100.0,100,2500,0.3097302913665771,0,0.1,800.0,9200,0.3141944408416748,0,10.0,4.4,500,0.3083062171936035,0,100.0,10.0,900,0.3097403049468994,0,1.0,10.0,900,0.3107762336730957,0,100.0,100.0,2500,0.320401668548584,0,10.0,100.0,2500,0.3091676235198974,0,0.1,4.4,500,0.3210768699645996,0,10.0,10.0,900,0.3206086158752441,0,0.1,800.0,9200,0.3228931427001953,0,1.0,10.0,900,0.3234345912933349,0,1.0,10.0,900,0.3222315311431885,0,1.0,10.0,900,0.3101258277893066,0,1.0,10.0,900,0.3098421096801758,0,100.0,100.0,2500,0.3115663528442383,0,100.0,100.0,2500,0.311061143875122,0,1.0,10.0,900,0.3211324214935303,0,10.0,10,900,0.3134469985961914,0,10.0,4.4,500,0.3208701610565185,0,10.0,100.0,2500,0.3230922222137451,0,1.0,10,900,0.3215577602386474,0,10.0,100.0,2500,0.3221645355224609,0,100.0,4.4,500,0.3086450099945068,0,0.1,4.4,500,0.3095130920410156,0,0.1,800.0,9200,0.3224954605102539,0,100.0,4.4,500,0.3097374439239502,0,1.0,100.0,2500,0.3213138580322265,0,100.0,10,900,0.3213663101196289,0,1.0,4.4,500,0.3144066333770752,0,10.0,10,900,0.3096306324005127,0,1.0,800.0,9200,0.3222930431365967,0,1.0,10.0,900,0.3220233917236328,0,1.0,10.0,900,0.3100264072418213,0,1.0,4.4,500,0.3221902847290039,0,0.1,10.0,900,0.3103005886077881,0,100.0,100.0,2500,0.3092443943023681,0,1.0,4.4,500,0.3210258483886719,0,10.0,4.4,500,0.3095479011535644,0,1.0,100.0,2500,0.3212246894836426,0,0.1,4.4,500,0.3100626468658447,0,100.0,800.0,9200,0.3181324005126953,0,1.0,4.4,500,0.3089087009429931,0,100.0,10,900,0.3224833011627197,0,0.1,10.0,900,0.3090403079986572,0,1.0,4.4,500,0.3100748062133789,0,10.0,800.0,9200,0.3228824138641357,0,1.0,800.0,9200,0.3221046924591064,0,1.0,4.4,500,0.3098559379577636,0,0.1,800.0,9200,0.3162729740142822,0,100.0,10.0,900,0.3091335296630859,0,100.0,4.4,500,0.3230049610137939,0,10.0,4.4,500,0.3147115707397461,0,0.1,10.0,900,0.3118374347686767,0,0.1,100,2500,0.322657823562622,0,100.0,4.4,500,0.3101701736450195,0,0.1,800.0,9200,0.3089964389801025,0,0.1,800.0,9200,0.3117468357086181,0,100.0,4.4,500,0.3090941905975342,0,0.1,4.4,500,0.3220818042755127,0,1.0,100.0,2500,0.3162755966186523,0,0.1,800.0,9200,0.3111648559570312,0,0.1,4.4,500,0.3224992752075195,0,10.0,100.0,2500,0.3203823566436767,0,100.0,4.4,500,0.3160274028778076,0,10.0,4.4,500,0.3091809749603271,0,10.0,800.0,9200,0.309178352355957,0,0.1,800.0,9200,0.3229529857635498,0,0.1,4.4,500,0.3215258121490478,0,0.1,800.0,9200,0.3212792873382568,0,1.0,4.4,500,0.309861421585083,0,100.0,10.0,900,0.3093082904815674,0,100.0,100.0,2500,0.3202476501464844,0,10.0,4.4,500,0.3203787803649902,0,10.0,10.0,900,0.3091745376586914,0,100.0,10.0,900,0.3084936141967773,0,10.0,10.0,900,0.3217575550079345,0,10.0,10.0,900,0.3227832317352295,0,10.0,800,9200,0.3236584663391113,0,100.0,4.4,500,0.3100194931030273,0,10.0,100.0,2500,0.3097546100616455,0,100.0,10.0,900,0.3199684619903564,0,0.1,10,900,0.3098795413970947,0,100.0,10,900,0.3230576515197754,0,0.1,800.0,9200,0.3082091808319092,0,1.0,800.0,9200,0.3105604648590088,0,1.0,4.4,500,0.3092777729034424,0,100.0,800.0,9200,0.313035249710083,0,10.0,800.0,9200,0.3103501796722412,0,100.0,4.4,500,0.309161901473999,0,10.0,4.4,500,0.3098781108856201,0,100.0,800.0,9200,0.3174335956573486,0,0.1,800.0,9200,0.3101828098297119,0,10.0,100.0,2500,0.3104696273803711,0,10.0,100.0,2500,0.3216950893402099,0,0.1,800.0,9200,0.3178319931030273,0,0.1,800,9200,0.3086926937103271,0,0.1,800.0,9200,0.316411018371582,0,0.1,4.4,500,0.3237533569335937,0,10.0,800.0,9200,0.3099257946014404,0,1.0,4.4,500,0.3082971572875976,0,0.1,4.4,500,0.317559003829956,0,1.0,100.0,2500,0.3091843128204345,0,1.0,100.0,2500,0.3122200965881347,0,10.0,100.0,2500,0.3097984790802002,0,10.0,10.0,900,0.3175714015960693,0,1.0,800.0,9200,0.3095307350158691,0,100.0,10.0,900,0.3173909187316894,0,1.0,800.0,9200,0.3123462200164795,0,1.0,4.4,500,0.3229305744171142,0,100.0,800,9200,0.309650182723999,0,0.1,10.0,900,0.3154828548431396,0,1.0,800.0,9200,0.3087837696075439,0,100.0,100.0,2500,0.3103671073913574,0,10.0,800.0,9200,0.3232524394989013,0,0.1,4.4,500,0.3098344802856445,0,10.0,800.0,9200,0.3213446140289306,0,100.0,100,2500,0.3156251907348633,0,100.0,10.0,900,0.3134496212005615,0,100.0,4.4,500,0.3230464458465576,0,0.1,10.0,900,0.3091983795166015,0,100.0,10,900,0.3090901374816894,0,100.0,800.0,9200,0.309459924697876,0,10.0,10.0,900,0.3092854022979736,0,1.0,10.0,900,0.3239901065826416,0,0.1,800.0,9200,0.3233063220977783,0,1.0,4.4,500,0.3100323677062988,0,100.0,10.0,900,0.3137722015380859,0,0.1,800.0,9200,0.318800687789917,0,100.0,100.0,2500,0.3230533599853515,0,100.0,4.4,500,0.3086082935333252,0,100.0,800.0,9200,0.3124699592590332,0,10.0,10,900,0.3099489212036133,0,100.0,10.0,900,0.3116931915283203,0,100.0,10.0,900,0.3092970848083496,0,1.0,4.4,500,0.3237683773040771,0,10.0,10.0,900,0.3134877681732178,0,0.1,800.0,9200,0.3094971179962158,0,0.1,800,9200,0.3111627101898193,0,0.1,100.0,2500,0.3097641468048095,0,1.0,800.0,9200,0.3098266124725342,0,0.1,100.0,2500,0.3170745372772217,0,100.0,4.4,500,0.3222851753234863,0,100.0,10.0,900,0.3099946975708008,0,0.1,4.4,500,0.3224949836730957,0,100.0,800.0,9200,0.3224248886108398
1,1.0,800.0,9200,10.32418155670166,1,0.1,100.0,2500,1.3205509185791016,1,10.0,10.0,900,1.3248233795166016,1,0.1,4.4,500,1.3285095691680908,1,100.0,0.0,500,0.7240598201751709,1,0.1,800,9200,100.32197332382202,1,0.1,10.0,900,0.4258115291595459,1,10.0,0.0,500,10.623923301696776,1,10.0,100.0,2500,100.32308959960938,1,100.0,0.0,500,1.6226539611816406,1,100.0,0.0,500,100.63914728164671,1,1.0,0.0,500,10.62533712387085,1,1.0,0.0,500,0.7372603416442871,1,100.0,10.0,900,10.33257269859314,1,0.1,4.4,500,0.4335930347442627,1,100.0,100.0,2500,1.331143856048584,1,1.0,0.0,500,1.6343164443969729,1,100.0,0.0,500,1.6222987174987793,1,10.0,0.0,500,1.6186914443969729,1,100.0,0.0,500,100.62922596931458,1,100.0,0.0,500,100.6278431415558,1,0.1,10.0,900,1.327993631362915,1,10.0,800,9200,10.325336456298828,1,0.1,4.4,500,10.332225799560549,1,10.0,0.0,500,10.640581846237184,1,0.1,800,9200,1.3290207386016846,1,100.0,4.4,500,10.333841562271118,1,0.1,800.0,9200,100.32170343399048,1,10.0,4.4,500,0.4200518131256103,1,10.0,0.0,500,0.7373144626617432,1,1.0,10.0,900,100.32244300842284,1,1.0,4.4,500,1.3285341262817385,1,1.0,0,500,100.6376953125,1,0.1,0.0,500,1.627234697341919,1,100.0,0,500,10.624671459197998,1,10.0,100.0,2500,1.3298819065093994,1,100.0,800.0,9200,1.3302559852600098,1,0.1,100.0,2500,1.3162927627563477,1,100.0,0.0,500,1.6340103149414062,1,0.1,4.4,500,0.4222679138183594,1,10.0,0.0,500,100.62511658668518,1,100.0,0.0,500,1.633732795715332,1,0.1,0.0,500,10.625317573547363,1,10.0,0.0,500,1.6327555179595947,1,10.0,100.0,2500,0.4217731952667236,1,10.0,800.0,9200,100.33289980888368,1,1.0,100.0,2500,1.314800262451172,1,100.0,800,9200,100.33656311035156,1,1.0,4.4,500,0.4189436435699463,1,10.0,4.4,500,1.3158371448516846,1,0.1,10.0,900,10.335188388824465,1,0.1,100.0,2500,1.3300511837005615,1,0.1,4.4,500,1.315683126449585,1,0.1,10.0,900,0.4271223545074463,1,1.0,0.0,500,100.62728118896484,1,1.0,0.0,500,100.64360642433168,1,10.0,0.0,500,10.631619930267334,1,0.1,800.0,9200,0.4226424694061279,1,0.1,0,500,0.7375922203063965,1,1.0,800.0,9200,100.32423186302184,1,0.1,4.4,500,0.4186992645263672,1,100.0,100.0,2500,0.4231317043304443,1,10.0,800.0,9200,100.32186102867126,1,1.0,4.4,500,0.433530330657959,1,0.1,0.0,500,1.6275606155395508,1,10.0,800.0,9200,0.4229607582092285,1,0.1,4.4,500,0.4341542720794678,1,10.0,0.0,500,10.63666605949402,1,1.0,10.0,900,100.33109760284424,1,1.0,4.4,500,10.320070266723633,1,0.1,0.0,500,10.625808477401732,1,1.0,100.0,2500,0.433997631072998,1,1.0,10.0,900,0.4330751895904541,1,10.0,0.0,500,0.7379758358001709,1,100.0,800.0,9200,1.3155815601348877,1,0.1,0.0,500,100.62853717803956,1,100.0,4.4,500,100.33510303497314,1,100.0,0.0,500,10.637202262878418,1,0.1,800.0,9200,10.320781946182253,1,1.0,4.4,500,100.32067823410034,1,0.1,0.0,500,10.637478828430176,1,0.1,4.4,500,10.334692001342772,1,10.0,800,9200,10.33594799041748,1,1.0,100.0,2500,100.32248377799988,1,10.0,800.0,9200,10.3203284740448,1,10.0,10.0,900,100.33334922790527,1,0.1,800,9200,0.4186079502105713,1,100.0,0,500,100.64124011993408,1,0.1,10.0,900,0.4191091060638428,1,0.1,0.0,500,1.6210100650787354,1,1.0,800.0,9200,1.3165419101715088,1,10.0,800.0,9200,100.32893180847168,1,0.1,800.0,9200,10.322272777557371,1,100.0,800.0,9200,100.32091760635376,1,10.0,100.0,2500,10.321770668029783,1,1.0,100.0,2500,100.3320038318634,1,0.1,800.0,9200,0.4219708442687988,1,1.0,0.0,500,10.6264009475708,1,100.0,800.0,9200,10.334507703781128,1,10.0,10.0,900,0.4293015003204345,1,0.1,100,2500,0.4209012985229492,1,1.0,0.0,500,0.7333278656005859,1,0.1,0.0,500,0.7388310432434082,1,10.0,800.0,9200,10.321208715438845,1,10.0,10.0,900,1.314756155014038,1,10.0,800.0,9200,0.4282460212707519,1,1.0,100.0,2500,1.3150339126586914,1,1.0,800.0,9200,1.3189573287963867,1,1.0,800.0,9200,10.320651769638062,1,100.0,4.4,500,10.329418182373049,1,100.0,0.0,500,1.6191740036010742,1,0.1,4.4,500,100.32973790168762,1,10.0,100.0,2500,1.3194892406463623,1,0.1,10.0,900,1.3295025825500488,1,1.0,800,9200,100.32259941101074,1,1.0,10.0,900,0.4261953830718994,1,0.1,4.4,500,1.3146586418151855,1,0.1,100.0,2500,100.32331728935242,1,0.1,4.4,500,10.334699630737305,1,1.0,4.4,500,0.4214010238647461,1,100.0,10.0,900,10.33447790145874,1,1.0,10,900,100.33053469657898,1,100.0,100.0,2500,100.32300353050232,1,100.0,0.0,500,100.63970112800598,1,10.0,0.0,500,0.7248880863189697,1,100.0,0,500,100.62596321105956,1,100.0,4.4,500,100.32182621955872,1,10.0,10.0,900,10.321001529693604,1,100.0,4.4,500,1.330364465713501,1,10.0,10.0,900,0.4353120326995849,1,100.0,0.0,500,1.619112491607666,1,10.0,4.4,500,100.328839302063,1,0.1,0.0,500,0.7335097789764404,1,0.1,800.0,9200,100.33755016326904,1,0.1,100.0,2500,100.32315683364868,1,0.1,10.0,900,100.32215094566344,1,10.0,0,500,10.626851320266724,1,0.1,0.0,500,100.62890481948853,1,10.0,800.0,9200,100.32367491722108,1,1.0,4.4,500,1.3299462795257568,1,0.1,4.4,500,10.32529640197754,1,100.0,4.4,500,0.4192371368408203,1,0.1,800,9200,0.4231421947479248,1,10.0,100.0,2500,0.4202558994293213,1,0.1,100.0,2500,1.315063714981079,1,100.0,800.0,9200,0.4288113117218017,1,1.0,0.0,500,100.64252543449402,1,100.0,10.0,900,100.32368278503418,1,1.0,0.0,500,0.7383768558502197,1,1.0,100.0,2500,100.33631443977356
